-0.012884849,0.042559681,-0.04977998,0.000201425,Sitting
0.014199045,-0.000301992,-0.011164042,0.017840174,Sitting
0.02191425,0.018722483,-0.008028883,0.039491909,Sitting
0.00803906,0.00988192,0.013914191,-0.027300565,Sitting
-0.033260269,0.027952589,0.018011795,0.023619575,Sitting
0.048751342,0.016221884,0.00835809,-0.034103719,Sitting
-0.02097818,0.003422575,-0.02410457,0.012599532,Sitting
-0.032596397,0.005627901,0.068262166,-0.035227491,Sitting
-0.01107053,0.007214071,-0.048329864,-0.014347013,Sitting
0.003229489,-0.037261997,-0.008707355,0.028813164,Sitting
-0.01266264,0.009156403,-5.35E-05,-0.024629555,Sitting
-0.009969821,-0.083112716,-0.045205689,0.012506071,Sitting
-0.017734299,0.029603285,-0.012766633,0.032036959,Sitting
-0.004587171,0.009052384,0.044433623,-0.050870161,Sitting
0.023999096,0.021745354,-0.034788829,-0.014098314,Sitting
-0.01514686,-0.012743371,-0.052112352,0.049012575,Sitting
0.019002342,-0.013293139,-0.033875173,0.022195028,Sitting
-0.029096483,0.00267155,-0.029122244,-0.028173119,Sitting
-0.003658271,-0.030483145,-0.016499993,-0.0026855,Sitting
-0.02490186,-0.055613505,-0.036712426,-0.055964881,Sitting
0.029201168,0.012822168,0.008438531,-0.000410157,Sitting
-0.036775158,-0.066409927,0.071931273,-0.015439285,Sitting
0.000697665,0.01365568,-0.003422449,-0.019990314,Sitting
-0.022890262,0.008795846,0.031745065,0.045853487,Sitting
0.005080668,-0.00116744,-0.025111634,0.00299766,Sitting
0.040004423,0.005404103,-0.047420843,0.024312588,Sitting
-0.028903867,-0.032178672,-0.021701503,-0.075266238,Sitting
-0.006426595,-0.001433454,-0.061613939,-0.021697218,Sitting
0.005689918,0.03572031,0.001968293,-0.004578181,Sitting
0.008342154,-0.01500859,-0.015076888,-0.018944541,Sitting
0.013815,-0.011065744,0.002736929,-0.050953809,Sitting
-0.006708083,-0.005169393,0.019331846,-0.013495583,Sitting
-0.011497248,-0.033450825,-0.024002216,-0.001273924,Sitting
0.008456069,-0.069909191,-0.031301388,-0.038490108,Sitting
-0.063952497,-0.066449908,-0.038829464,-0.028944,Sitting
-0.019835707,-0.012056231,-0.027405526,-0.025175226,Sitting
-0.068416185,-0.00463276,-0.038040605,-0.009183235,Sitting
0.013295637,-0.059916553,-0.006140604,0.013972123,Sitting
0.0051388,-0.02885812,0.04990306,-0.013371735,Sitting
0.022414497,-0.043892775,-0.011696314,0.035228719,Sitting
0.006945799,0.033515386,0.01753135,0.007599538,Sitting
0.006324279,-0.066592339,-0.020748082,-0.018699513,Sitting
-0.006462413,5.62E-05,-0.022688515,-0.021071565,Sitting
0.027745409,0.106337803,-0.088099164,-0.005583101,Sitting
-0.029732912,0.013062456,0.073411805,0.033923361,Sitting
0.001153842,-0.006087396,0.012580812,0.043664151,Sitting
0.062660093,0.077230825,0.076951378,0.088022173,Sitting
-0.051888758,0.036125458,0.084652709,0.04914792,Sitting
0.038168811,0.000471588,0.031334545,0.024247337,Sitting
0.022666597,0.057377868,0.038573869,0.001245487,Sitting
-0.038579436,0.00924999,0.014786234,-0.002917234,Sitting
0.031281621,0.0430149,0.057462016,0.008429183,Sitting
-0.020165971,0.000550906,-0.013055913,-0.011360438,Sitting
0.051216988,0.024755007,0.01920209,-0.030442046,Sitting
-0.004649359,-0.023393735,-0.058950612,-0.0507605,Sitting
-0.012621114,0.052186651,0.015548931,-0.053045886,Sitting
0.003475419,0.0304926,0.000327044,-0.016879245,Sitting
0.026337247,-0.05835501,-0.010706805,-0.056717524,Sitting
-0.065988576,-0.013020292,0.020918326,-0.005416454,Sitting
-0.066823666,0.000355544,-0.018682944,-0.025032751,Sitting
-0.041116492,-0.045706018,-0.024234281,-0.056843063,Sitting
0.008207524,0.010170837,-0.041499811,0.041964745,Sitting
-0.053860642,-0.036893077,-0.013591687,0.009714166,Sitting
0.027594114,-0.037953653,0.033986442,-0.052691366,Sitting
-0.077648309,0.023456668,-0.007940221,-0.060987569,Sitting
-0.026643055,-0.015885431,-0.016159765,0.006501924,Sitting
0.007754558,-0.089599111,-0.024654173,-0.041377908,Sitting
-0.057781772,-0.022622719,0.020041874,-0.049633213,Sitting
-0.063996512,0.005097136,-0.000134539,0.018488457,Sitting
-0.045407707,-0.03783893,-0.021616572,-0.036851969,Sitting
0.021081297,0.015841529,-0.031061255,-0.033306269,Sitting
-0.018404436,-0.027136972,-0.01783416,-0.061990235,Sitting
0.054275744,-0.020165859,0.006726234,-0.019200365,Sitting
0.037384262,-0.056134299,-0.031383805,0.009611874,Sitting
0.021605701,0.043828309,0.048577069,0.003233337,Sitting
0.0312829,0.027098618,-0.02200161,-0.013575681,Sitting
-0.00220227,-0.051034028,0.005327091,-0.003814326,Sitting
0.006037281,0.004050105,0.094277126,-0.019811141,Sitting
0.027638492,-0.043211171,0.019118609,0.071229152,Sitting
-0.065862078,-0.006931044,-0.017386329,-0.015288818,Sitting
-0.065039426,0.037076164,-0.033909605,0.006651436,Sitting
