-0.224585154,-0.180773382,-0.224196811,-0.22038196,Walking
-0.194893826,-0.238511586,-0.230342252,-0.217222097,Walking
-0.221916,-0.231498386,-0.21824974,-0.164928083,Walking
-0.202652251,-0.218018634,-0.284842122,-0.166075051,Walking
-0.177271798,-0.228022067,-0.165955519,-0.174957353,Walking
-0.207007542,-0.253926901,-0.245049861,-0.227480642,Walking
-0.193177202,-0.261332026,-0.206195584,-0.201943657,Walking
-0.249324567,-0.260917094,-0.167252308,-0.255516772,Walking
-0.253318056,-0.16601552,-0.197806064,-0.237443147,Walking
-0.206161645,-0.15693752,-0.196621701,-0.197445913,Walking
-0.179187774,-0.19033391,-0.169354479,-0.150453961,Walking
-0.202188063,-0.196386922,-0.194618285,-0.161416831,Walking
-0.178450454,-0.174651465,-0.193876385,-0.176913835,Walking
-0.140570193,-0.167932557,-0.168373138,-0.194188003,Walking
-0.187243303,-0.185937389,-0.161645889,-0.167892704,Walking
-0.162984578,-0.202772185,-0.222365148,-0.1704285,Walking
-0.154089496,-0.142907119,-0.153162213,-0.176183935,Walking
-0.154905022,-0.143852375,-0.185720988,-0.18461479,Walking
-0.156072507,-0.20099841,-0.172769666,-0.219869147,Walking
-0.196519542,-0.164560702,-0.225236491,-0.130444365,Walking
-0.193873169,-0.212331069,-0.188693259,-0.161840234,Walking
-0.189987444,-0.200241746,-0.167999064,-0.17347401,Walking
-0.210732468,-0.181825703,-0.177835195,-0.204256112,Walking
-0.136450854,-0.182237656,-0.183173525,-0.21737372,Walking
-0.207308529,-0.138686534,-0.152263191,-0.151715488,Walking
-0.122190973,-0.174533304,-0.153195337,-0.171021615,Walking
-0.227569287,-0.23016323,-0.241299406,-0.224702016,Walking
-0.195305346,-0.224041605,-0.193990831,-0.241739944,Walking
-0.188507071,-0.247380451,-0.221455404,-0.215623345,Walking
-0.233891272,-0.249851189,-0.245271524,-0.187724153,Walking
-0.202863675,-0.251593201,-0.230516278,-0.219635458,Walking
-0.137003569,-0.144175802,-0.168369397,-0.150729689,Walking
-0.157198989,-0.161124836,-0.223450489,-0.227915991,Walking
-0.147110608,-0.222527573,-0.170437817,-0.129681649,Walking
-0.169986106,-0.12816242,-0.191974293,-0.157054432,Walking
-0.132163723,-0.132166427,-0.079076994,-0.166845149,Walking
-0.163472805,-0.190564206,-0.152852271,-0.136678454,Walking
-0.220936196,-0.149248923,-0.18153203,-0.166323946,Walking
-0.22534812,-0.109360084,-0.19887255,-0.248626167,Walking
-0.188693941,-0.184181159,-0.16645871,-0.203325188,Walking
-0.179129888,-0.173732859,-0.146482648,-0.13186771,Walking
-0.120076233,-0.127668928,-0.145034596,-0.194040423,Walking
-0.172404822,-0.190792095,-0.150639907,-0.13373922,Walking
-0.177957573,-0.219085006,-0.166793701,-0.243090077,Walking
-0.143233174,-0.150844303,-0.206113214,-0.20098485,Walking
-0.169773581,-0.163560772,-0.151302591,-0.177097022,Walking
-0.188318755,-0.162722098,-0.237432849,-0.157232275,Walking
-0.085826825,-0.15065296,-0.114351318,-0.145150876,Walking
-0.174829097,-0.1897646,-0.132211914,-0.180744886,Walking
-0.181677627,-0.228442851,-0.180723114,-0.152952523,Walking
-0.202297533,-0.203293969,-0.202330353,-0.225844977,Walking
-0.189416363,-0.206479694,-0.189598347,-0.174456389,Walking
-0.184444627,-0.199803881,-0.207273345,-0.202404555,Walking
-0.162551274,-0.182722958,-0.196588736,-0.230143267,Walking
-0.084303463,-0.142045958,-0.170900571,-0.154128984,Walking
-0.164391079,-0.119266299,-0.158724793,-0.125774714,Walking
-0.119676263,-0.145929757,-0.15564396,-0.176192723,Walking
-0.14992812,-0.138098836,-0.144625893,-0.178277289,Walking
-0.135785131,-0.190538361,-0.134675486,-0.160104108,Walking
-0.136342761,-0.129256395,-0.144097648,-0.136035662,Walking
-0.149471448,-0.142845646,-0.160865092,-0.162272096,Walking
-0.145660952,-0.157721225,-0.162716022,-0.084999458,Walking
-0.210643652,-0.188566602,-0.196295358,-0.158830028,Walking
-0.161296797,-0.148336553,-0.153854077,-0.107838676,Walking
-0.211307378,-0.129798276,-0.21991976,-0.231577278,Walking
-0.17581806,-0.141339778,-0.207177996,-0.163238345,Walking
-0.098134613,-0.103409699,-0.173937954,-0.149701897,Walking
-0.111329203,-0.175304933,-0.152634002,-0.102334513,Walking
-0.146517249,-0.198647171,-0.183969819,-0.169833715,Walking
-0.147698142,-0.199351138,-0.19336133,-0.196865989,Walking
-0.170741996,-0.159639588,-0.165975329,-0.193611025,Walking
-0.137426816,-0.131013271,-0.138003341,-0.127049189,Walking
-0.157755871,-0.183680071,-0.127358409,-0.160858117,Walking
-0.175751058,-0.132026355,-0.174849094,-0.105549354,Walking
-0.131412778,-0.136072833,-0.187771051,-0.158139916,Walking
-0.081896314,-0.143977504,-0.144333491,-0.177621118,Walking
-0.10104753,-0.081353236,-0.1014785,-0.097284354,Walking
-0.170715081,-0.110447062,-0.126620143,-0.130250067,Walking
-0.193884317,-0.187936611,-0.168497497,-0.212934338,Walking
-0.152529861,-0.138067696,-0.176133082,-0.212441222,Walking
-0.139392315,-0.132853286,-0.178090457,-0.198611718,Walking
-0.162832736,-0.10402367,-0.225428029,-0.177816992,Walking
-0.102079285,-0.134170377,-0.146727686,-0.183579738,Walking
-0.096880897,-0.043341801,-0.107524192,-0.124905518,Walking
-0.089694597,-0.057937187,-0.099368655,-0.070736241,Walking
-0.070645417,-0.1195481,-0.102214985,-0.063934618,Walking
-0.079747313,-0.0590768,-0.116302902,-0.114808046,Walking
-0.1310206,-0.127494289,-0.101493727,-0.152992313,Walking
